txhash,branch,scam_type,subtype,from,to,value_eth,selector,sel_name,from_is_contract,to_is_contract,scammer,direction,clean,reason,block,ts,status
0x153e86747e80d0eee21bcde4c67eeff231682745b2cbacc85ac44a04ecc568bc,exploiting,ice_phishing,approve,0x0000553f880ffa3728b290e04e819053a3590000,0xae7ab96520de3a18e5e111b5eaab095312d7fe84,0.0,0x23b872dd,transferFrom,False,True,0x0000553f880ffa3728b290e04e819053a3590000,OUT,True,drain_from_eoa,17787935,1690503587,ok
0xe0a7500b2eb173efd6231ee38ad87ac301bd85777b534658dd75b9b758220932,exploiting,ice_phishing,approve,0xa70fb19286e21af723bb54b7c6a813b66365e6db,0xdac17f958d2ee523a2206206994597c13d831ec7,0.0,0x23b872dd,transferFrom,False,True,0xa70fb19286e21af723bb54b7c6a813b66365e6db,OUT,True,drain_from_eoa,17740510,1689930335,ok
0xe111462b832dff6620da993497e7698e59e289c9d84c46b3cbaba6d7c8cf46b0,exploiting,ice_phishing,approve,0x63605e53d422c4f1ac0e01390ac59aaf84c44a51,0x7f39c581f595b53c5cb19bd0b3f8da6c935e2ca0,0.0,0x23b872dd,transferFrom,False,True,0x63605e53d422c4f1ac0e01390ac59aaf84c44a51,OUT,True,drain_from_eoa,17667200,1689039971,ok
0xe6bf0ea327221f5bb84a48c3cb5f2b6f7d76f163a2f8d4f013c1f106c2a3aa04,exploiting,ice_phishing,approve,0x00001f78189be22c3498cff1b8e02272c3220000,0xae7ab96520de3a18e5e111b5eaab095312d7fe84,0.0,0x23b872dd,transferFrom,False,True,0x00001f78189be22c3498cff1b8e02272c3220000,OUT,True,drain_from_eoa,17493092,1686926927,ok
0x81362afe6bb763d8bc0cca90751b1983ab2e2b8b692b3f6a0ea5a3b7cbd3451e,exploiting,ice_phishing,approve,0xbc9557617860e5f3601582fbe65139119c0744e6,0xdac17f958d2ee523a2206206994597c13d831ec7,0.0,0x23b872dd,transferFrom,False,True,0xbc9557617860e5f3601582fbe65139119c0744e6,OUT,True,drain_from_eoa,17492689,1686922043,ok
0xddeb4c75063baf12c11aac6f0e59069db4e73ac7b8c2e557831307fa9659866d,exploiting,ice_phishing,approve,0xdd6cf6483fe5d948e0aeee94d94b8c98f055d1b0,0xdac17f958d2ee523a2206206994597c13d831ec7,0.0,0x23b872dd,transferFrom,False,True,0xdd6cf6483fe5d948e0aeee94d94b8c98f055d1b0,OUT,True,drain_from_eoa,17270488,1684218347,ok
0x9a7d0173502a208f55e28a15a56324a28338b6f0b8221ae44138836d3165b32a,exploiting,ice_phishing,approve,0x32f6e315809d38ad73ba9d863c4cdc2cd3116778,0xdac17f958d2ee523a2206206994597c13d831ec7,0.0,0x23b872dd,transferFrom,False,True,0x32f6e315809d38ad73ba9d863c4cdc2cd3116778,OUT,True,drain_from_eoa,16588163,1675909067,ok
0xea357cd7cabcf81d622dd26c287a4d2418083dab735c3254636388cdd291ccb3,exploiting,ice_phishing,approve,0x32f6e315809d38ad73ba9d863c4cdc2cd3116778,0xdac17f958d2ee523a2206206994597c13d831ec7,0.0,0x23b872dd,transferFrom,False,True,0x32f6e315809d38ad73ba9d863c4cdc2cd3116778,OUT,True,drain_from_eoa,16588092,1675908215,ok
0x001e9f22a27d6394d9b33ba4c246e9e923bb7fb33349bfbd8f6e3b7d83438ad5,exploiting,ice_phishing,approve,0x32f6e315809d38ad73ba9d863c4cdc2cd3116778,0xdac17f958d2ee523a2206206994597c13d831ec7,0.0,0x23b872dd,transferFrom,False,True,0x32f6e315809d38ad73ba9d863c4cdc2cd3116778,OUT,True,drain_from_eoa,16587840,1675905179,ok
0x4c007154cf2cf523fd55f0585228c19d37f3b047cbef6f79dd535bab7fabffdc,exploiting,ice_phishing,approve,0x32f6e315809d38ad73ba9d863c4cdc2cd3116778,0xdac17f958d2ee523a2206206994597c13d831ec7,0.0,0x23b872dd,transferFrom,False,True,0x32f6e315809d38ad73ba9d863c4cdc2cd3116778,OUT,True,drain_from_eoa,16586089,1675884047,ok
0xc49343d95a3b02e7a932aa7e7cdb6fb0b6e74ecaf78c7a4704e7d3ecccbcdf7c,exploiting,ice_phishing,approve,0x32f6e315809d38ad73ba9d863c4cdc2cd3116778,0xdac17f958d2ee523a2206206994597c13d831ec7,0.0,0x23b872dd,transferFrom,False,True,0x32f6e315809d38ad73ba9d863c4cdc2cd3116778,OUT,True,drain_from_eoa,16581407,1675827287,ok
0x2893fcabb8ed99e9c27a0a442783cf943318b1f6268f9a54a557e8d00ec11f69,exploiting,ice_phishing,approve,0x7a9ea59f3d2f058f0bd0e551db66278a5b4bcd58,0x7d1afa7b718fb893db30a3abc0cfc608aacfebb0,0.0,0x23b872dd,transferFrom,False,True,0x7a9ea59f3d2f058f0bd0e551db66278a5b4bcd58,OUT,True,drain_from_eoa,17502454,1687040267,ok
0x2dcfb39f4b6d444f6b05061e32447210dbffe37dae6d09e15f1e134476ae0dd5,exploiting,ice_phishing,approve,0x7f9241ac942ba97085ef1a1542d270bfd6a987fd,0x823556202e86763853b40e9cde725f412e294689,0.0,0x23b872dd,transferFrom,False,True,0x7f9241ac942ba97085ef1a1542d270bfd6a987fd,OUT,True,drain_from_eoa,18536667,1699560371,ok
0x33ec60bf0af1e9ead1c1b5fccfb0dee58e03335c5641d0b0389754e216c14e85,exploiting,ice_phishing,approve,0x7f9241ac942ba97085ef1a1542d270bfd6a987fd,0x5dd57da40e6866c9fcc34f4b6ddc89f1ba740dfe,0.0,0x23b872dd,transferFrom,False,True,0x7f9241ac942ba97085ef1a1542d270bfd6a987fd,OUT,True,drain_from_eoa,18536648,1699560143,ok
0x0716768ee96e2f8d1741cfa84c9c60740953f8ef10898b73d6a774f77f75fdbb,exploiting,ice_phishing,approve,0x7f9241ac942ba97085ef1a1542d270bfd6a987fd,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,0.0,0x23b872dd,transferFrom,False,True,0x7f9241ac942ba97085ef1a1542d270bfd6a987fd,OUT,True,drain_from_eoa,18278172,1696434779,ok
0x436aab0e2d5269ebc47f36877a0ceaee9dcfbe0d0e03e8e5e846034c30032758,exploiting,ice_phishing,approve,0x7f9241ac942ba97085ef1a1542d270bfd6a987fd,0x9355372396e3f6daf13359b7b607a3374cc638e0,0.0,0x23b872dd,transferFrom,False,True,0x7f9241ac942ba97085ef1a1542d270bfd6a987fd,OUT,True,drain_from_eoa,18227136,1695818207,ok
0xa06cd5e3a60b29ff8e3e33f1480453190a5c80b989c1f6fe6ed1227f8ab6849e,exploiting,ice_phishing,approve,0x0000553f880ffa3728b290e04e819053a3590000,0x0f5d2fb29fb7d3cfee444a200298f468908cc942,0.0,0x23b872dd,transferFrom,False,True,0x0000553f880ffa3728b290e04e819053a3590000,OUT,True,drain_from_eoa,17893155,1691775131,ok
0xd001d35cc1c67c5ad7d717cd3af90193616a27343a64dbb77b43d568273ef95a,exploiting,ice_phishing,approve,0x0000553f880ffa3728b290e04e819053a3590000,0x15b543e986b8c34074dfc9901136d9355a537e7e,0.0,0x23b872dd,transferFrom,False,True,0x0000553f880ffa3728b290e04e819053a3590000,OUT,True,drain_from_eoa,17772046,1690311539,ok
0x1d67490c677aafdbc05828f5919be14c7144b238a549aa47231bc8b53bf2fb64,exploiting,ice_phishing,approve,0x0000553f880ffa3728b290e04e819053a3590000,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,0.0,0x23b872dd,transferFrom,False,True,0x0000553f880ffa3728b290e04e819053a3590000,OUT,True,drain_from_eoa,17772035,1690311395,ok
0x0e6bcf20cee9cb6bfd7ba1b7d3c6e6f606bb5636d3c0753317fa836027e1aa33,exploiting,ice_phishing,approve,0x0000553f880ffa3728b290e04e819053a3590000,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,0.0,0x23b872dd,transferFrom,False,True,0x0000553f880ffa3728b290e04e819053a3590000,OUT,True,drain_from_eoa,17772035,1690311395,ok
0x29986bc2727ee43c604c51b2a9a2108c17e8287d248cd0d71cb65cb57dba7f9f,exploiting,ice_phishing,approve,0x0000553f880ffa3728b290e04e819053a3590000,0x9bf1d7d63dd7a4ce167cf4866388226eeefa702e,0.0,0x23b872dd,transferFrom,False,True,0x0000553f880ffa3728b290e04e819053a3590000,OUT,True,drain_from_eoa,17772003,1690311011,ok
0x40e222178066561c6be49c02c52e3fa5a5b40db7c1e3a3afc1da303d30761318,exploiting,ice_phishing,approve,0x0000553f880ffa3728b290e04e819053a3590000,0x9bf1d7d63dd7a4ce167cf4866388226eeefa702e,0.0,0x23b872dd,transferFrom,False,True,0x0000553f880ffa3728b290e04e819053a3590000,OUT,True,drain_from_eoa,17772003,1690311011,ok
0x5f76587957d8fa18218561da82e2a2286db128c6bed59ceb2ccb67263aa03f14,exploiting,ice_phishing,approve,0x0000553f880ffa3728b290e04e819053a3590000,0x767fe9edc9e0df98e07454847909b5e959d7ca0e,0.0,0x23b872dd,transferFrom,False,True,0x0000553f880ffa3728b290e04e819053a3590000,OUT,True,drain_from_eoa,17766109,1690239695,ok
0x08771699f23652649af84bf341448240cf062dbc1251f5ec1090ca07d0dc28cf,exploiting,ice_phishing,approve,0x0000553f880ffa3728b290e04e819053a3590000,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,0.0,0x23b872dd,transferFrom,False,True,0x0000553f880ffa3728b290e04e819053a3590000,OUT,True,drain_from_eoa,17765995,1690238327,ok
0x34c572225f17936f8afd6a37279114ef4839ca16fca8d7cb9fcccd5b6a504dc9,exploiting,ice_phishing,approve,0x0000553f880ffa3728b290e04e819053a3590000,0x1a4b46696b2bb4794eb3d4c26f1c55f9170fa4c5,0.0,0x23b872dd,transferFrom,False,True,0x0000553f880ffa3728b290e04e819053a3590000,OUT,True,drain_from_eoa,17765934,1690237595,ok
0x2193b9489c42118547561e5c6e4bf6b81fc1389a417e78c067ad5828abc4b18c,exploiting,ice_phishing,approve,0x0000553f880ffa3728b290e04e819053a3590000,0x6982508145454ce325ddbe47a25d4ec3d2311933,0.0,0x23b872dd,transferFrom,False,True,0x0000553f880ffa3728b290e04e819053a3590000,OUT,True,drain_from_eoa,17765871,1690236827,ok
0x2880388e59e0d1e93bdce087935288872e679e572075f57295ba55064f0ecebf,exploiting,ice_phishing,approve,0x0000553f880ffa3728b290e04e819053a3590000,0x95ad61b0a150d79219dcf64e1e6cc01f0b64c4ce,0.0,0x23b872dd,transferFrom,False,True,0x0000553f880ffa3728b290e04e819053a3590000,OUT,True,drain_from_eoa,17743787,1689969911,ok
0x3a100b4350ba97c03557dc3dc615514ee3e0501e225a8ed47154359775d8fb49,exploiting,ice_phishing,approve,0x0000553f880ffa3728b290e04e819053a3590000,0x3d658390460295fb963f54dc0899cfb1c30776df,0.0,0x23b872dd,transferFrom,False,True,0x0000553f880ffa3728b290e04e819053a3590000,OUT,True,drain_from_eoa,17701829,1689461399,ok
0x98fd878d365f78a28ae994e2d067d3d0d5afc99d3d698bc55e549e737930090f,exploiting,ice_phishing,approve,0x00005d0c9ac39db0798f6ca947202e5f55a10000,0xcf0c122c6b73ff809c693db761e7baebe62b6a2e,0.0,0x23b872dd,transferFrom,False,True,0x00005d0c9ac39db0798f6ca947202e5f55a10000,OUT,True,drain_from_eoa,18109904,1694396531,ok
0x726c47bbf4f82d34cedf5e83616e181ef67383e51beffb6b1a54a03f36a39737,exploiting,ice_phishing,approve,0x00005d0c9ac39db0798f6ca947202e5f55a10000,0x7d1afa7b718fb893db30a3abc0cfc608aacfebb0,0.0,0x23b872dd,transferFrom,False,True,0x00005d0c9ac39db0798f6ca947202e5f55a10000,OUT,True,drain_from_eoa,18102470,1694306531,ok
0xf80b86c0aa63e1b6caa8b8960c0993636325e76a8103a4b6b4146d67034fde7a,exploiting,ice_phishing,approve,0x00005d0c9ac39db0798f6ca947202e5f55a10000,0xaf5191b0de278c7286d6c7cc6ab6bb8a73ba2cd6,0.0,0x23b872dd,transferFrom,False,True,0x00005d0c9ac39db0798f6ca947202e5f55a10000,OUT,True,drain_from_eoa,18099639,1694272259,ok
0x67c16f445f75c8d2f804743ed34d4fe5832f338a820e9561e3ba81ccb2f44cd5,exploiting,ice_phishing,approve,0x00005d0c9ac39db0798f6ca947202e5f55a10000,0x5b7533812759b45c2b44c19e320ba2cd2681b542,0.0,0x23b872dd,transferFrom,False,True,0x00005d0c9ac39db0798f6ca947202e5f55a10000,OUT,True,drain_from_eoa,18091010,1694167799,ok
0x7f74dfd3a1c48a6b76c6b685a7f69e4b60ae2a9bfb97a0aac8293c41af355616,exploiting,ice_phishing,approve,0x00005d0c9ac39db0798f6ca947202e5f55a10000,0xfb7b4564402e5500db5bb6d63ae671302777c75a,0.0,0x23b872dd,transferFrom,False,True,0x00005d0c9ac39db0798f6ca947202e5f55a10000,OUT,True,drain_from_eoa,17939236,1692332183,ok
0xdfcff2b6092da6ac06487e114a1f23221cdcd14b58315849c0a3816fe49c938f,exploiting,ice_phishing,approve,0x00005d0c9ac39db0798f6ca947202e5f55a10000,0x14778860e937f509e651192a90589de711fb88a9,0.0,0x23b872dd,transferFrom,False,True,0x00005d0c9ac39db0798f6ca947202e5f55a10000,OUT,True,drain_from_eoa,17933285,1692260159,ok
0x369eef69bd759d99f11ae35a873a988ca67a9115613ad45a512d1b0726d3711f,exploiting,ice_phishing,approve,0x00005d0c9ac39db0798f6ca947202e5f55a10000,0xe80c0cd204d654cebe8dd64a4857cab6be8345a3,0.0,0x23b872dd,transferFrom,False,True,0x00005d0c9ac39db0798f6ca947202e5f55a10000,OUT,True,drain_from_eoa,17921075,1692112607,ok
0xbee080e1f475044962b6103f674a35afb0ef97716b6b70565d21741cea6b3d51,exploiting,ice_phishing,approve,0x00005d0c9ac39db0798f6ca947202e5f55a10000,0x23894dc9da6c94ecb439911caf7d337746575a72,0.0,0x23b872dd,transferFrom,False,True,0x00005d0c9ac39db0798f6ca947202e5f55a10000,OUT,True,drain_from_eoa,17915139,1692040835,ok
0x43bf20f28f58b88160b776f441921693c0c03be60316c02703ecb1a44e796a89,exploiting,ice_phishing,approve,0x00005d0c9ac39db0798f6ca947202e5f55a10000,0x6c5ba91642f10282b576d91922ae6448c9d52f4e,0.0,0x23b872dd,transferFrom,False,True,0x00005d0c9ac39db0798f6ca947202e5f55a10000,OUT,True,drain_from_eoa,17901779,1691879531,ok
0xf0135062afecbe1671de3476abc57bd06df3bfb2f09e2451a98bcdbcb534d9e1,exploiting,ice_phishing,approve,0x00005d0c9ac39db0798f6ca947202e5f55a10000,0xb22c05cedbf879a661fcc566b5a759d005cf7b4c,0.0,0x23b872dd,transferFrom,False,True,0x00005d0c9ac39db0798f6ca947202e5f55a10000,OUT,True,drain_from_eoa,17897303,1691825399,ok
0xa84fe0b493a1d23db02e8191ebbff12259bba0cd028ed7f60dc9d0045822347a,exploiting,ice_phishing,approve,0x00005d0c9ac39db0798f6ca947202e5f55a10000,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0.0,0x23b872dd,transferFrom,False,True,0x00005d0c9ac39db0798f6ca947202e5f55a10000,OUT,True,drain_from_eoa,17560228,1687741523,ok
0x6aa9402139f0bf5cc2db66dfa4d5b6c73101f6e6858eab7e6fe97da4f671d4a2,exploiting,ice_phishing,approve,0x00005d0c9ac39db0798f6ca947202e5f55a10000,0x6e2a43be0b1d33b726f0ca3b8de60b3482b8b050,0.0,0x23b872dd,transferFrom,False,True,0x00005d0c9ac39db0798f6ca947202e5f55a10000,OUT,True,drain_from_eoa,17850336,1691257439,ok
0x4dff50549ff81e76087fba307ea58a243c071c0f2a0f4e382c0007cefec03889,exploiting,ice_phishing,approve,0x00005d0c9ac39db0798f6ca947202e5f55a10000,0x08c32b0726c5684024ea6e141c50ade9690bbdcc,0.0,0x23b872dd,transferFrom,False,True,0x00005d0c9ac39db0798f6ca947202e5f55a10000,OUT,True,drain_from_eoa,17846447,1691210459,ok
0x19e1c97984dba659493e2bc14c48ed1cbb158a7b57c3ea3a1e4061b29c0282a2,exploiting,ice_phishing,approve,0x00005d0c9ac39db0798f6ca947202e5f55a10000,0x6e2a43be0b1d33b726f0ca3b8de60b3482b8b050,0.0,0x23b872dd,transferFrom,False,True,0x00005d0c9ac39db0798f6ca947202e5f55a10000,OUT,True,drain_from_eoa,17842713,1691165351,ok
0xfdcc3115976d7f4d5e5583c82087421d1680481b3fddda3b5b3215ea3f56b9d9,exploiting,ice_phishing,approve,0x00005d0c9ac39db0798f6ca947202e5f55a10000,0x808507121b80c02388fad14726482e061b8da827,0.0,0x23b872dd,transferFrom,False,True,0x00005d0c9ac39db0798f6ca947202e5f55a10000,OUT,True,drain_from_eoa,17783330,1690447895,ok
0xa8f3a8a28458976214c7582381e8ac82a5daadc0a55453eea61322d6f1413fa7,exploiting,ice_phishing,approve,0x00005d0c9ac39db0798f6ca947202e5f55a10000,0xa8b919680258d369114910511cc87595aec0be6d,0.0,0x23b872dd,transferFrom,False,True,0x00005d0c9ac39db0798f6ca947202e5f55a10000,OUT,True,drain_from_eoa,17563627,1687782851,ok
0xab14e1e485f96e898504b57aa33d6ab2fc9cbccc8fc0fbaf9aacbdc3d44fc562,exploiting,ice_phishing,approve,0x4218e774634c1ed1761d3b169d89c2ba8b2d6c41,0x39aa39c021dfbae8fac545936693ac917d5e7563,0.0,0x23b872dd,transferFrom,False,True,0x4218e774634c1ed1761d3b169d89c2ba8b2d6c41,OUT,True,drain_from_eoa,17605714,1688293499,ok
0xeea0f932cb43c1fffbe08f6be08fe8545b0599aa99d0507a03a697b0f5a0943a,exploiting,ice_phishing,approve,0x4af1004ef2c3f29cc2bfacf3b1b4a6c204794def,0x2b591e99afe9f32eaa6214f7b7629768c40eeb39,0.0,0x23b872dd,transferFrom,False,True,0x4af1004ef2c3f29cc2bfacf3b1b4a6c204794def,OUT,True,drain_from_eoa,17658683,1688936495,ok
0xffe86acda6aa6bac37e8c798289b459cf1bf590d60e352b3ff58be978dbeb5b6,exploiting,ice_phishing,approve,0x4af1004ef2c3f29cc2bfacf3b1b4a6c204794def,0x2b591e99afe9f32eaa6214f7b7629768c40eeb39,0.0,0x23b872dd,transferFrom,False,True,0x4af1004ef2c3f29cc2bfacf3b1b4a6c204794def,OUT,True,drain_from_eoa,17651663,1688851055,ok
0x7e478135e51c656ee54864a06997a886b4b6ff51f116da3a1fa956619c608dc3,exploiting,ice_phishing,approve,0x4af1004ef2c3f29cc2bfacf3b1b4a6c204794def,0x2b591e99afe9f32eaa6214f7b7629768c40eeb39,0.0,0x23b872dd,transferFrom,False,True,0x4af1004ef2c3f29cc2bfacf3b1b4a6c204794def,OUT,True,drain_from_eoa,17651028,1688843303,ok
0x30deeea88ef03135ed4c49e72a7c28123ecd82edc8563ade6a8e421c8217df32,exploiting,ice_phishing,approve,0x4af1004ef2c3f29cc2bfacf3b1b4a6c204794def,0x2b591e99afe9f32eaa6214f7b7629768c40eeb39,0.0,0x23b872dd,transferFrom,False,True,0x4af1004ef2c3f29cc2bfacf3b1b4a6c204794def,OUT,True,drain_from_eoa,17649939,1688830163,ok
0x3f45db9208207e79f8f3ea2cf63860761972ecad5fdbe131a1031a3186383598,exploiting,ice_phishing,approve,0x4af1004ef2c3f29cc2bfacf3b1b4a6c204794def,0x2b591e99afe9f32eaa6214f7b7629768c40eeb39,0.0,0x23b872dd,transferFrom,False,True,0x4af1004ef2c3f29cc2bfacf3b1b4a6c204794def,OUT,True,drain_from_eoa,17646096,1688783495,ok
0x3d0c407a53d830849462e80406e51115a208b7cbcedeb62165da9976a365b45b,exploiting,ice_phishing,approve,0x4af1004ef2c3f29cc2bfacf3b1b4a6c204794def,0x2b591e99afe9f32eaa6214f7b7629768c40eeb39,0.0,0x23b872dd,transferFrom,False,True,0x4af1004ef2c3f29cc2bfacf3b1b4a6c204794def,OUT,True,drain_from_eoa,17642763,1688743055,ok
0x3973ed3376d51d9f9323b15ed36ea5240e8ef86089696e90280c021b23001d98,exploiting,ice_phishing,approve,0x4af1004ef2c3f29cc2bfacf3b1b4a6c204794def,0x2b591e99afe9f32eaa6214f7b7629768c40eeb39,0.0,0x23b872dd,transferFrom,False,True,0x4af1004ef2c3f29cc2bfacf3b1b4a6c204794def,OUT,True,drain_from_eoa,17640296,1688713115,ok
0xa96a0ceb6819cbc19fa9c7e0bba531a79de44e1ae3f65189e6d88448b7fa4f82,exploiting,ice_phishing,approve,0x4af1004ef2c3f29cc2bfacf3b1b4a6c204794def,0x0ba74fb26ca523f2dc22fa4318581cc2452eaba1,0.0,0x23b872dd,transferFrom,False,True,0x4af1004ef2c3f29cc2bfacf3b1b4a6c204794def,OUT,True,drain_from_eoa,17636695,1688669507,ok
0x4dd79ca3773769d7a65d97ae861b4200585da2b3f006670c76db678f2424993f,exploiting,ice_phishing,approve,0x4af1004ef2c3f29cc2bfacf3b1b4a6c204794def,0xfada76145bdd431128c3ef00877e00e212ea0e05,0.0,0x23b872dd,transferFrom,False,True,0x4af1004ef2c3f29cc2bfacf3b1b4a6c204794def,OUT,True,drain_from_eoa,17636689,1688669435,ok
0xd67311249b7395c8928077a91d53995d2a14e6c25ad2d8827521f6bcf106d093,exploiting,ice_phishing,approve,0x4af1004ef2c3f29cc2bfacf3b1b4a6c204794def,0xcf0c122c6b73ff809c693db761e7baebe62b6a2e,0.0,0x23b872dd,transferFrom,False,True,0x4af1004ef2c3f29cc2bfacf3b1b4a6c204794def,OUT,True,drain_from_eoa,17633581,1688631647,ok
0x21e4da28d45ef5b1dfa6106fe34adb6021851e03a810d1f4a70b32efdf01e0d4,exploiting,ice_phishing,approve,0x4af1004ef2c3f29cc2bfacf3b1b4a6c204794def,0x514910771af9ca656af840dff83e8264ecf986ca,0.0,0x23b872dd,transferFrom,False,True,0x4af1004ef2c3f29cc2bfacf3b1b4a6c204794def,OUT,True,drain_from_eoa,17632705,1688621003,ok
