value,len,branch,scam_type,subtype
0x08771699f23652649af84bf341448240cf062dbc1251f5ec1090ca07d0dc28cf,66,exploiting,ice_phishing,approve
0x34c572225f17936f8afd6a37279114ef4839ca16fca8d7cb9fcccd5b6a504dc9,66,exploiting,ice_phishing,approve
0x2193b9489c42118547561e5c6e4bf6b81fc1389a417e78c067ad5828abc4b18c,66,exploiting,ice_phishing,approve
0x2880388e59e0d1e93bdce087935288872e679e572075f57295ba55064f0ecebf,66,exploiting,ice_phishing,approve
0x3a100b4350ba97c03557dc3dc615514ee3e0501e225a8ed47154359775d8fb49,66,exploiting,ice_phishing,approve
0x98fd878d365f78a28ae994e2d067d3d0d5afc99d3d698bc55e549e737930090f,66,exploiting,ice_phishing,approve
0x726c47bbf4f82d34cedf5e83616e181ef67383e51beffb6b1a54a03f36a39737,66,exploiting,ice_phishing,approve
0xf80b86c0aa63e1b6caa8b8960c0993636325e76a8103a4b6b4146d67034fde7a,66,exploiting,ice_phishing,approve
0x67c16f445f75c8d2f804743ed34d4fe5832f338a820e9561e3ba81ccb2f44cd5,66,exploiting,ice_phishing,approve
0x7f74dfd3a1c48a6b76c6b685a7f69e4b60ae2a9bfb97a0aac8293c41af355616,66,exploiting,ice_phishing,approve
0xdfcff2b6092da6ac06487e114a1f23221cdcd14b58315849c0a3816fe49c938f,66,exploiting,ice_phishing,approve
0x369eef69bd759d99f11ae35a873a988ca67a9115613ad45a512d1b0726d3711f,66,exploiting,ice_phishing,approve
0xbee080e1f475044962b6103f674a35afb0ef97716b6b70565d21741cea6b3d51,66,exploiting,ice_phishing,approve
0x43bf20f28f58b88160b776f441921693c0c03be60316c02703ecb1a44e796a89,66,exploiting,ice_phishing,approve
0xf0135062afecbe1671de3476abc57bd06df3bfb2f09e2451a98bcdbcb534d9e1,66,exploiting,ice_phishing,approve
0xa84fe0b493a1d23db02e8191ebbff12259bba0cd028ed7f60dc9d0045822347a,66,exploiting,ice_phishing,approve
0x6aa9402139f0bf5cc2db66dfa4d5b6c73101f6e6858eab7e6fe97da4f671d4a2,66,exploiting,ice_phishing,approve
0x4dff50549ff81e76087fba307ea58a243c071c0f2a0f4e382c0007cefec03889,66,exploiting,ice_phishing,approve
0x19e1c97984dba659493e2bc14c48ed1cbb158a7b57c3ea3a1e4061b29c0282a2,66,exploiting,ice_phishing,approve
0xfdcc3115976d7f4d5e5583c82087421d1680481b3fddda3b5b3215ea3f56b9d9,66,exploiting,ice_phishing,approve
0xa8f3a8a28458976214c7582381e8ac82a5daadc0a55453eea61322d6f1413fa7,66,exploiting,ice_phishing,approve
0xab14e1e485f96e898504b57aa33d6ab2fc9cbccc8fc0fbaf9aacbdc3d44fc562,66,exploiting,ice_phishing,approve
0xeea0f932cb43c1fffbe08f6be08fe8545b0599aa99d0507a03a697b0f5a0943a,66,exploiting,ice_phishing,approve
0xffe86acda6aa6bac37e8c798289b459cf1bf590d60e352b3ff58be978dbeb5b6,66,exploiting,ice_phishing,approve
0x7e478135e51c656ee54864a06997a886b4b6ff51f116da3a1fa956619c608dc3,66,exploiting,ice_phishing,approve
0x30deeea88ef03135ed4c49e72a7c28123ecd82edc8563ade6a8e421c8217df32,66,exploiting,ice_phishing,approve
0x3f45db9208207e79f8f3ea2cf63860761972ecad5fdbe131a1031a3186383598,66,exploiting,ice_phishing,approve
0x3d0c407a53d830849462e80406e51115a208b7cbcedeb62165da9976a365b45b,66,exploiting,ice_phishing,approve
0x3973ed3376d51d9f9323b15ed36ea5240e8ef86089696e90280c021b23001d98,66,exploiting,ice_phishing,approve
0xa96a0ceb6819cbc19fa9c7e0bba531a79de44e1ae3f65189e6d88448b7fa4f82,66,exploiting,ice_phishing,approve
0x4dd79ca3773769d7a65d97ae861b4200585da2b3f006670c76db678f2424993f,66,exploiting,ice_phishing,approve
0xd67311249b7395c8928077a91d53995d2a14e6c25ad2d8827521f6bcf106d093,66,exploiting,ice_phishing,approve
0x21e4da28d45ef5b1dfa6106fe34adb6021851e03a810d1f4a70b32efdf01e0d4,66,exploiting,ice_phishing,approve
0x96f41dd20ab6fea608e208f42c5f251d23559293180ccc59797bdb9f9b8fa2d3,66,exploiting,ice_phishing,approve
0x65a1fc91c793102da704f18549de8fa5dbbeb6193f53f4775f9789605b48bb6f,66,exploiting,ice_phishing,approve
0x4ccd0252f04fe4e1cb97813e96cb5bfab74cb781f26cab4e3c8afd71893caf07,66,exploiting,ice_phishing,approve
0x2fd8c86bc88f75e8556111d29b6411a4161280d94b4e9a7bfed0faef61de239a,66,exploiting,ice_phishing,approve
0xa1bc1e1cc65b980defa57cfd7e55ce69052563ec6586a99e03349e906deff176,66,exploiting,ice_phishing,approve
0xacec25a43b583c9ae50455b72eff5ec54f150cadc0345bc2432a12d3e1783e33,66,exploiting,ice_phishing,approve
0x4a7fbf4dd6f271b4d078da75b6026bba2075e9dce33713d8d8d154cd0030e357,66,exploiting,ice_phishing,approve
0x37a5f90f72db75e34c61e982361bcb748f0e40de89cdb82488a5a6a7fc25d53c,66,exploiting,ice_phishing,approve
0x47fbddb2577b628c1aaf4d408fd1e567968842544720a5e55943791e022cb268,66,exploiting,ice_phishing,approve
0x6a273e6b844dae15e82cee24f168395ddce1ac6fd5467d78c2eb0f09d29321e5,66,exploiting,ice_phishing,approve
0xfd6c8097db441bda917da77f529c575cf4ee3ab05d9deae9ab13dcf2614bb3be,66,exploiting,ice_phishing,approve
0x74f55ea47e4db95a758f30d030f8acbb2446342b3fb1572560e3421c3fd3a5bd,66,exploiting,ice_phishing,approve
0x91c2e89e44953a349a84f2a6e616bcb6e81c5dde4a25c1556ad0a3617ea4110a,66,exploiting,ice_phishing,approve
0xc3f88a8488f000f9e1182c444d3c3759d9c6317f683175204e3b66b28353c7cd,66,exploiting,ice_phishing,approve
0x5a9ae75f4c1a9eb93851407cfd4df7b57564fffd3e62621190bccd37fae72db2,66,exploiting,ice_phishing,approve
0x409a84644176f490ad9f45f8526d150dd81a6f54d1c72ba3166e4ef0ba1d213c,66,exploiting,ice_phishing,approve
0x7a61a2a40e19be24cfdad3344fd928ddc4a837d7af58324e738ba9abd57c9d3c,66,exploiting,ice_phishing,approve
0x6571c6ee52d53a43db4b92e5d040d797dd815636d5a0bf973fb8b74471ec650b,66,exploiting,ice_phishing,approve
0x0a4716c7c8b78389e66dfa63853aeaaec33d89656eab647c1e51db950aec1535,66,exploiting,ice_phishing,approve
0xddb10ac3161d7e2d512a0901f83a1bcd9ba5f88d63052c4cbcf59fabe342208c,66,exploiting,ice_phishing,approve
0x4653e43c8127494392e4e6a7d62004fe59ceb2043a6ba202485164ededce88d1,66,exploiting,ice_phishing,approve
0x7feaefffcb9b5cc96be7d48464ae58852cb45886c28ee18e652bceb4a7b1b687,66,exploiting,ice_phishing,approve
0xf2ae4640cecc0d7821af1dd34fe83a78bec8e803bed2d2fe85dd71bbda889c2a,66,exploiting,ice_phishing,approve
0xc4011debf5d4c418aaaff00a0aad3c3979be429a7ba25e04187a405370516d66,66,exploiting,ice_phishing,approve
0x69e97fe6b01fcdf0eca79b5cdc64333d3afa596ef196d50bfdacab698f3efa08,66,exploiting,ice_phishing,approve
0xf21e7b4011a32f15392bdec5d5947838ad384e3e4c2c8764cec0bc269228044e,66,exploiting,ice_phishing,approve
0x3b503d737622b4383ac71e50206c43c33e48cca706f4be1ad836a04f635a726c,66,exploiting,ice_phishing,approve
0xbeba712437290444c0f188c2106ca4b6bf3e4037c6334626bc12a03d1ff84032,66,exploiting,ice_phishing,approve
0x12bd45da11c6cc726995ecd458d175b7c958e9352650795e452bdca7e823e074,66,exploiting,ice_phishing,approve
0x744ec631784e9a3ec3d74089d7ae7392d49f975c868a0ea5710519c9f59ce82e,66,exploiting,ice_phishing,approve
0xb953edd653ebd40483571bbe69037cb10c54cb784e1809c63cc0071f8f2d224e,66,exploiting,ice_phishing,approve
0x5bca7ea7eada3bc2b9916700249921f0232fa71dad21cf5873ce52f972dc3870,66,exploiting,ice_phishing,approve
0x4460cb824490625fcd42012264ee41670ba75efcd51624edc0af77c04e64dcfc,66,exploiting,ice_phishing,approve
0xd920abbc1fac4020300a5e00dee11d91b8d13cb43cb7b728b0f087e9a7d5e7b9,66,exploiting,ice_phishing,approve
0x43d6a774ff5d496f91d91a8aac59054e1ae018272aa945cd834493a65c7d7115,66,exploiting,ice_phishing,approve
0xca9d7a8f1849983d279d0cc09c300317cd283e3abdebb48a4969816d4730fb7c,66,exploiting,ice_phishing,approve
0x41ddfa30e348129f298e69f05eba7bc7ef9b015e6995dcb271cf3d2584d3e66a,66,exploiting,ice_phishing,approve
0x12054a7b858f6cb16a007ca4d84fa51f428ccbe87c8bad20e70eba4ed5b04fb4,66,exploiting,ice_phishing,approve
0xd8ccbae5d316771dc4af435bfeabbe566a05287a552281707ffcfcaf90d97a3a,66,exploiting,ice_phishing,approve
0xf7018b3f357b5b03c995be3219a9d807a2cd1794f62e8a0805e5dec945e53fae,66,exploiting,ice_phishing,approve
0x18a9798e334acca7a6947d25a2fa98dcf8e4f98f1e9feab0e7a0ecb198a4600d,66,exploiting,ice_phishing,approve
0xe2b2b5cc02b4c0756367d0a3fb4f2080c32791a7adea30a1259083f1aa214a3a,66,exploiting,ice_phishing,approve
0xf1cc24e5d811df806b832cf34cd63872621f826fb8cc2a939c4365d872c7169b,66,exploiting,ice_phishing,approve
0xb89355d363c92536e1e93974d3d38cebb0ee4675714e8ff04cb635b750438204,66,exploiting,ice_phishing,approve
0xc3e687749475808e5fa0c0ef2f673974d1fd47c844ee0dc9520c7cd91eb0d751,66,exploiting,ice_phishing,approve
0xe709a58a30211d56630ac2389d399df499bf85c698c2a5052bde3b1c08b19c6e,66,exploiting,ice_phishing,approve
0x65fac496a7e67a648cf6a27b3e8bdb2660161c18286efac99c4b1b5263973727,66,exploiting,ice_phishing,approve
0x685bec32825a02ddef2243eb0742b58fb81e729dfbc30418ab572dc89c6eb6e2,66,exploiting,ice_phishing,approve
0x74500313c94a272178fe146def9e099f6463424acd66566e5e5007ab0363cf99,66,exploiting,ice_phishing,approve
0xbe07e78b765c98efd8eb4738b8413e3579dd1cd3182ebedf4c59eb3f0692b92d,66,exploiting,ice_phishing,approve
0xe67a07e3dcee6451377f1454b44d5047dd9632ab01075296e96651d9b0613bc1,66,exploiting,ice_phishing,approve
0xf03c632a2946eaab29b0d072f9e7776ad0495ec3f950eb699fa3776ef8ec4883,66,exploiting,ice_phishing,approve
0xfab284ca8088a9070478da8de3c3238d53043d03ab6de43f4bdc3c9759b3c505,66,exploiting,ice_phishing,approve
0x74a912cb15b09f866eee78f14869f6f8058b14bc5a67e202a2e80f20eb8d0012,66,exploiting,ice_phishing,approve
0xf6f1a6238b0b42a211465506c400dcfaaa225f0b30c1e6c3068a546f2b0525f4,66,exploiting,ice_phishing,approve
0xcb5b1fc7332fdd428884c88e7f5b6ceafac13dc332bb4896cb6116390006675e,66,exploiting,ice_phishing,approve
0x001b5db2319ec3cbe08e1fd2fc6e61f43206e8e12cb82f7bb84c1186b2800f3d,66,exploiting,ice_phishing,approve
0x6fa00520545a56aac3bd8cb41db3b9fc9f4b85d752e870aa7ceb4e98cdb9a60d,66,exploiting,ice_phishing,approve
0x10014c5a97968f59ddf9242b1717aa92128fcb59b059508d28ca5eed50644dd8,66,exploiting,ice_phishing,approve
0xb1a8b8dec763248b610695fbeda04e63a3ef884da1b2508eb38f5ee61090a060,66,exploiting,ice_phishing,approve
0x115d6e72d9ea4236955a0093ca789fd4d4e91131d89530be68bb9bf86b046e63,66,exploiting,ice_phishing,approve
0x31b651abedae3c926029776a3670840eb97d9a55adfab607b85c65e59f4ad384,66,exploiting,ice_phishing,approve
0x788085926f47bbf13dd56f1c34ac973faea785a005efa92ccdc798506c15739a,66,exploiting,ice_phishing,approve
0x64e42ec2ae3d2ed8199afe8ec4fd5c8e45789808d63088f38bcdb27057e4039d,66,exploiting,ice_phishing,approve
0x520bf40e643072622270a347aaf4b15d250d5296a3c1b81754fcc9bc707ff5d5,66,exploiting,ice_phishing,approve
0x81c9f3d5d808abbf6d8b3cbe84b8d406181226780f2d795b592b964b11a3a2bb,66,exploiting,ice_phishing,approve
0xf15040db9babe60a7c04a2525350c7f2fd2c6821268c9455e236874d9cee5ab7,66,exploiting,ice_phishing,approve
0xe270d580e45d5738e2fc172f472335f69d2c17729f3bb582b1e875cd16c4b1c5,66,exploiting,ice_phishing,approve
0xe719caa243b6b382ecdb00f38bb8f93fcd01f60497f915fd849d324a50658144,66,exploiting,ice_phishing,approve
0xa51e219b8ca77fffd317a76e692ecf3ea1eccb3c25613d07a2317ca593ec9995,66,exploiting,ice_phishing,approve
0x0d5ebeb4ef602bb32406a3cf4271fd760baf92aa380514b60add986613e30a16,66,exploiting,ice_phishing,approve
0x35968c849c95db4d2fdce34a54bd9722b4db9000903afca472c34cca394e379e,66,exploiting,ice_phishing,approve
0x64af93516aa23f7bd3db2d1ba8aab66927d0e7ef4ae87d62d2a72f5f29255e39,66,exploiting,ice_phishing,approve
0xdb6ea8ce62eec925a079a058337fbfeef366773937a0f3d7ab87cb664bf58639,66,exploiting,ice_phishing,approve
0x16698a11e69c001db515d4b38c3cc4e74778824b421330359148e132428a42ae,66,exploiting,ice_phishing,approve
0x29e856d92a2bafc3535d27ca398d18ed104d60e9d213e62fd5982c3a7f55205f,66,exploiting,ice_phishing,approve
0x3c68283dc7d3ffee947a508305775516c65eda6f4c36b3b74f48b0705606d979,66,exploiting,ice_phishing,approve
0x6b2d11dfff94348eb1554d7635dd5f94b9f82d234d9d7d012175dd19edb94cac,66,exploiting,ice_phishing,approve
0xa7dfb0d489e4d6fce296be769315656ec06ad3d93f78f4e0d2c85443097acd2f,66,exploiting,ice_phishing,approve
0xbdf3dd6067a8621148a0c2d00450aa28fc95c46d89a11cdde6fe4e2aa809ec2a,66,exploiting,ice_phishing,approve
0x7f96212194ad43c833c71d391116eda39ba31a09ca6811afac9fcb598b725cc5,66,exploiting,ice_phishing,approve
0x7175c07d810c9589f450de6a5ec2985cd567fc93ead8e712a54ae66a1076a723,66,exploiting,ice_phishing,approve
0x8d19497b2b90f35cb6349bd83e0c6bce4184a7f40fb9520d3f708888f926dc83,66,exploiting,ice_phishing,approve
0x639d28f12515665b31e323753207c87b787193e1bf97786978221e047d58f760,66,exploiting,ice_phishing,approve
0x4bc2e29d02648332b769b46ae6812cd0c98852a7a9d9f0536804954a68c2fe49,66,exploiting,ice_phishing,approve
0xd8c979d0dd30d4ba3f0979b26765bfc00dad449ceb8bbcd50c9cd5233d59852c,66,exploiting,ice_phishing,approve
0x267e8a71a2c66b7ed4c644cdc07f0ecde47dfa348a5440be7e22f4aa35abec5b,66,exploiting,ice_phishing,approve
0x1f43cfb84aa03c8314a85896ccfb8e742c46c60168285782cd35f427a154d03d,66,exploiting,ice_phishing,approve
0x436e2b8ac2534c345854743514ebb52991c3bcaaf658af015b5705269bda71ff,66,exploiting,ice_phishing,approve
0xc4ec2dd5ec96157a9abdd1734eccc4a5440f1b36d1be88d1eeb895c8c10281c9,66,exploiting,ice_phishing,approve
0x17c969facf788ef682a3833d25bf9d8edbd4b9888ca8c79034b2d73c473cbda9,66,exploiting,ice_phishing,approve
0x7c76621939e2aab6795c8b2dc76d8f2bccef44ae42a2be7db122cfed59962333,66,exploiting,ice_phishing,approve
0x89f45a0b6824e21a41d16ba78e1e3ae2e260166a9db0b88dbfa12408c0bcea1e,66,exploiting,ice_phishing,approve
0x645724fd839a45329022c09c7dd7af27d1f5df12eb32481cc8bdbe07a06944e9,66,exploiting,ice_phishing,approve
0x85700ad8d11d832e61aeef19b0dc6a067923918c713106da39b0e7d47b570564,66,exploiting,ice_phishing,approve
0x096fc7416efc07eaeb494e0871d2a0a14693a98b114686d7029a3c9cec02c8dd,66,exploiting,ice_phishing,approve
0x785712b9d40b691566ff9c9524922f565e3cb6ed4ef5ffcb8e98b4b58d2f6cb0,66,exploiting,ice_phishing,approve
0x3d8f7662c6513e1e44a7b12be97bb0ca430660ae428d2ca3d1a5a0ef9dd0a034,66,exploiting,ice_phishing,approve
0x74651d9e4698482a004144980e56db1aa281365c2396ee5bec59f59ebc2347cd,66,exploiting,ice_phishing,approve
0xc8da554641e1ed8f3227edaa4e8554eaebc5d40a33461e8fd70562dab1b7fb86,66,exploiting,ice_phishing,approve
0x3d1bb7934f9078c73e9c52a0d5a5538eb80c8170b7710a34de3310bdcc5b2042,66,exploiting,ice_phishing,approve
0x077f707919637800eda2d4003975410e9c5265fd19dc7a2652a5907311653023,66,exploiting,ice_phishing,approve
0x9d7c462504ca995fc9a97b658dc3684edaff1447f9abd6ab65116ee3067bca39,66,exploiting,ice_phishing,approve
0x83786c8aa414f620af67ff895d5f46882333ee731ad1f1f9fcccc36de82a4caa,66,exploiting,ice_phishing,approve
0xf46a1ed82284db7ddefae78f66aa6a521259de3a6b26dba32c1f5b8e9442978b,66,exploiting,ice_phishing,approve
0xd5e94d9d5bc6753a69783f2e73c283e35cc18162966c03bdbee6f7801f80ea9a,66,exploiting,ice_phishing,approve
0x15f7bc5ba7111d2924b918aab75a57c7cfd8ba55628cb63a38858df029fe6057,66,exploiting,ice_phishing,approve
0xb1182685675ad26be71b463ecb10fa310b9d4828fec4f45dc9ddcbcd8a21a118,66,exploiting,ice_phishing,approve
0x41227175fa763261bf0bfce84d529ff19f63b1036ea9c5acde864f1626aad8a9,66,exploiting,ice_phishing,approve
0xe912cbeecf1dfe90748182850923467b2abf37c1d1f19980959b91def4109bc0,66,exploiting,ice_phishing,approve
0xcb971aaa19c77b3d7c5be04e1344d7d42dc53390f310e707d5e3a9f914cbc99d,66,exploiting,ice_phishing,approve
0xd466981f3a8bb86d6c958205b805233cd0a61d65d0dfab04931a52ae86187d6e,66,exploiting,ice_phishing,approve
0x5fe14c7c3b05ccb38266088da6d33265d43efbbe0c9d20d88706f20c1976e6e6,66,exploiting,ice_phishing,approve
0xc55e9fec88090146b868ed7e59ce33b8baa504e4e375f543421da9ffdef12a2a,66,exploiting,ice_phishing,approve
0x2a07fa766e853fea16bc07f76487aae54a1532e841ce9a2f66151a324ffdb9f8,66,exploiting,ice_phishing,approve
0x82026190ebd0af09679955bd129e7d925bdda8f2d840feae068a3f6c3b86822b,66,exploiting,ice_phishing,approve
0xe24ca96ddc2869be14061b380eb4b0930fbe18b38cd1d48d02de1cb995cabed0,66,exploiting,ice_phishing,approve
0x5214e4905bc3216d8226d449069e0a60977320b88e8392ae3913e26489ce38a6,66,exploiting,ice_phishing,approve
0x67ca0478ec7045870e45457ce748cf28ff0c979825210518eed48a18ad3d6859,66,exploiting,ice_phishing,approve
0xc1a0276c715cb295f3b2b94dacfabeb80e062ffcb63a054663c076ddbaa3617b,66,exploiting,ice_phishing,approve
0x106640b63a718df86a583f3236a5e3079e56d4f97b388f2cf3b6b36fff8b259d,66,exploiting,ice_phishing,approve
0x7ec8ebafe82d86def234beff61a919cdbfa4f948c9695afdb1687cb7ce3186bd,66,exploiting,ice_phishing,approve
0xa208cc5c078deb9a6acb74bec0b6f7a22647e71121e846f784beb9538e88affa,66,exploiting,ice_phishing,approve
0xfca31e845bce3dad65f838c5bd24fa12fae84d8dc06909c6021f2f1bce20eb46,66,exploiting,ice_phishing,approve
0x6f9070797571c58b3a21f2c483aebd4ad2c283b16db7a9b3a78608b8afad2280,66,exploiting,ice_phishing,approve
0xbba24b77752706e9f8bc6121aee44c44a29e593d58101ffea2eeb11e9a2192b2,66,exploiting,ice_phishing,approve
0xa096432f05ed471c316fd55756aa3ecff3ad29b543c0f9f96462929f2d224ea1,66,exploiting,ice_phishing,approve
0xee35028ced06f80aa144b9221515e34f7105922bf830bc40cce871e41a7731d5,66,exploiting,ice_phishing,approve
0x65a217f671085bc3935991e2a62b1c9345d497313ea34b3d702b5b748e3e2148,66,exploiting,ice_phishing,approve
0x05d611c0ec917febc7a85c390c6c835b71207db2d388227266031f2267947657,66,exploiting,ice_phishing,approve
0x5a55974be783f3361cd2e8007d2c9ebb3c2f23748a2dac759f5d3498dbdad605,66,exploiting,ice_phishing,approve
0x1cc7cb046d9bde89780eb3eebfc940ed50ddec6c39bab500d823b56ca3ab7a5b,66,exploiting,ice_phishing,approve
0xef29bd88be4b53f47443fad88f8491a03c7df26ec8ca54cd6643ab1c3db48544,66,exploiting,ice_phishing,approve
0x512ff677ea19a1acd8a1bc79d2d318ae54896018d93a9b8dfc5cd1431fa3a5c4,66,exploiting,ice_phishing,approve
0x5a78a3ff5991da26e21c02a7e8e5277a65daac55ba08822e62f31c7b2eebac42,66,exploiting,ice_phishing,approve
0x9fff043f3127f0568e8d65c64deb15a5561d584da683c017c80c88a1cd00de77,66,exploiting,ice_phishing,approve
0xbe19332158d38d4a9d61aec43874e0b2613b7ef4d289d33f3947feea811eb238,66,exploiting,ice_phishing,approve
0x07c45d38f3ffcba0e88be2f60e5a9b0439db98c44ab4d0204acb3ac581bb8f47,66,exploiting,ice_phishing,approve
0xa52723bacc910f95a218b60ed2d972f1da94c8544c1d0898bcd16726831ff57f,66,exploiting,ice_phishing,approve
0x1628a9cf743a3faf94660aa4ec48b427ddbc3fed34710f0c04cfea284752006c,66,exploiting,ice_phishing,approve
0xbe46fbac2ddeea778ac23666bed95379ab2ad5fb458827a3b2d06d142dafe587,66,exploiting,ice_phishing,approve
0xb09353dd512edbf3bf5952640199d18adeb6c8dd4fed82dd3580584b700a7a86,66,exploiting,ice_phishing,approve
0x55ae94efcb012bdf1834b515c0476094a2329b57477ffeebad9eff7189807b82,66,exploiting,ice_phishing,approve
0x6c045a68d51ee1b443e476247e5cfb6ef8de9ba14ed567e5f060e94513238199,66,exploiting,ice_phishing,approve
0x602614b787918784cb836c17bf213335f649b5b141f746e31a70cacb7b7fff94,66,exploiting,ice_phishing,approve
0x912c81f059f1f97ecebcbef37f515a391229ac80f633c42e9fafe7757065b0ad,66,exploiting,ice_phishing,approve
0xbe0b2ad47b33102623270d25e20736c42a4e7dca4e4935c92e96076f31112f6c,66,exploiting,ice_phishing,approve
0x8195463959ee6fd9694292bba7487039f19cb9849c994afb8e8a71fc7582ca04,66,exploiting,ice_phishing,approve
0xecbff0db662d9b3f658f3ae0c1c887df3b4f19a3c2e7f0ac2923790a9e165c30,66,exploiting,ice_phishing,approve
0xa17c90ef54952679bb712ac70ee9f3b26be4dc094751236ae1bb79ea900426b7,66,exploiting,ice_phishing,approve
0xc67d8cf65c0774ee68a8b59d961ed8203b7c921314c5f834230f690ef3985f84,66,exploiting,ice_phishing,approve
0x7bf8b19f523f4cc9325caa7d8bd24259da0c93bc66c8cc34d894929ce56f8ba1,66,exploiting,ice_phishing,approve
0x7f5f465b0a0e9a87b3b1fe0ccb04319150b7d87e4129b8d8ed6238aa9c9dcfab,66,exploiting,ice_phishing,approve
0xd1bc6f749b87defe6350cf953bac50e1b0a1d392660d7576934dc3f4a5dfd6b8,66,exploiting,ice_phishing,approve
